00090bdd,0,2,['0.04', '0.0', '0.96', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01']
82520c4a,7,3,['0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
827f8978,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
82ea9fc9,2,6,['0.02', '0.0', '0.24', '0.0', '0.01', '0.0', '0.66', '0.02', '0.05', '0.0']
8319d442,9,4,['0.0', '0.0', '0.0', '0.0', '0.59', '0.0', '0.0', '0.0', '0.0', '0.41']
834c4530,2,9,['0.0', '0.0', '0.02', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.98']
83548bbe,9,4,['0.0', '0.0', '0.0', '0.0', '0.84', '0.0', '0.0', '0.0', '0.0', '0.16']
8355e8e1,2,1,['0.0', '0.99', '0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
83616fc3,8,3,['0.0', '0.0', '0.0', '0.56', '0.0', '0.0', '0.0', '0.0', '0.44', '0.0']
83bf88e6,5,3,['0.0', '0.0', '0.0', '0.94', '0.0', '0.04', '0.0', '0.0', '0.0', '0.03']
83c3ce68,6,0,['1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
83ce98ad,6,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.55', '0.45', '0.0', '0.0', '0.0']
83d55363,9,0,['0.97', '0.0', '0.0', '0.0', '0.0', '0.0', '0.03', '0.0', '0.0', '0.0']
83f7cf9d,8,5,['0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0']
840ff3e4,4,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
8421cddf,8,3,['0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
843641eb,3,8,['0.0', '0.0', '0.04', '0.02', '0.0', '0.0', '0.0', '0.0', '0.86', '0.08']
84374f1d,5,8,['0.0', '0.0', '0.0', '0.28', '0.0', '0.0', '0.0', '0.0', '0.72', '0.0']
8453b027,5,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.37', '0.62', '0.0', '0.01', '0.0']
847f8f40,5,0,['0.98', '0.0', '0.0', '0.0', '0.0', '0.02', '0.0', '0.0', '0.0', '0.0']
84b4b215,5,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.05', '0.0', '0.0', '0.95', '0.0']
84d42f41,8,3,['0.0', '0.0', '0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0']
8509d4bb,8,1,['0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0']
851c2f9b,5,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.03', '0.97', '0.0', '0.0', '0.0']
855216fe,5,3,['0.0', '0.0', '0.0', '0.62', '0.0', '0.38', '0.0', '0.0', '0.0', '0.0']
8552922f,3,8,['0.0', '0.0', '0.0', '0.43', '0.0', '0.0', '0.0', '0.0', '0.57', '0.0']
85868736,3,2,['0.0', '0.0', '0.67', '0.32', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
85a236ca,6,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
85fdb8c5,4,0,['0.62', '0.0', '0.38', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
85fe257f,2,0,['0.76', '0.0', '0.2', '0.0', '0.0', '0.0', '0.03', '0.0', '0.0', '0.0']
8639408a,3,2,['0.01', '0.0', '0.88', '0.0', '0.0', '0.06', '0.0', '0.01', '0.04', '0.0']
865c567b,8,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
8668a8ad,8,9,['0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.02', '0.98']
8678eb3a,8,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
86eed141,2,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
86feee1a,8,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.93', '0.0', '0.0', '0.06', '0.0']
8726b5d5,2,1,['0.0', '0.82', '0.05', '0.0', '0.0', '0.0', '0.12', '0.0', '0.0', '0.0']
873db6cd,9,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.71', '0.29']
87792b3a,0,4,['0.1', '0.0', '0.0', '0.0', '0.7', '0.0', '0.2', '0.0', '0.0', '0.0']
87bc541f,2,9,['0.0', '0.0', '0.04', '0.01', '0.0', '0.0', '0.0', '0.08', '0.0', '0.87']
87c0c369,1,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
87d79a3f,3,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.96', '0.03']
87f4c528,5,9,['0.0', '0.0', '0.0', '0.4', '0.0', '0.0', '0.0', '0.0', '0.0', '0.6']
87f5a5d9,3,2,['0.0', '0.0', '0.82', '0.13', '0.0', '0.0', '0.0', '0.0', '0.05', '0.0']
87fc9c85,8,4,['0.0', '0.0', '0.0', '0.0', '0.93', '0.0', '0.01', '0.0', '0.06', '0.0']
884c7e98,5,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.05', '0.0', '0.0', '0.95', '0.0']
884e7f78,3,2,['0.0', '0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
885af808,7,1,['0.0', '0.97', '0.0', '0.0', '0.0', '0.0', '0.0', '0.03', '0.0', '0.0']
88618b94,6,5,['0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0']
88825b9c,7,0,['0.97', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.03', '0.0', '0.0']
889524cc,8,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
88b05e21,8,1,['0.0', '0.76', '0.0', '0.0', '0.0', '0.23', '0.0', '0.0', '0.0', '0.0']
8909c799,3,8,['0.0', '0.0', '0.26', '0.24', '0.0', '0.0', '0.0', '0.0', '0.5', '0.0']
890bf045,5,3,['0.0', '0.02', '0.0', '0.91', '0.0', '0.07', '0.0', '0.0', '0.0', '0.0']
891728f7,3,8,['0.04', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.94', '0.01']
8942af50,5,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
89814234,8,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.98', '0.02', '0.0']
8a08f6b8,8,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
8a18593e,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0']
8a1dadad,3,2,['0.0', '0.0', '0.85', '0.15', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
8a406756,9,4,['0.0', '0.0', '0.0', '0.0', '0.81', '0.0', '0.0', '0.0', '0.0', '0.19']
8a48ff41,5,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.36', '0.0', '0.21', '0.0', '0.44']
8a4d8920,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0']
8a7e3c27,9,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.86', '0.14']
8a806a6d,3,2,['0.0', '0.0', '0.58', '0.42', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
8a8f405e,7,4,['0.0', '0.0', '0.0', '0.0', '0.83', '0.0', '0.0', '0.17', '0.0', '0.0']
8a93cebd,8,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
8a9c302e,8,1,['0.0', '0.98', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.02', '0.0']
8ab0ddc0,8,1,['0.0', '0.64', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.36', '0.0']
8ae1f82b,6,5,['0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0']
8af2253a,8,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.5', '0.01', '0.5']
8b043ccc,6,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.25', '0.0', '0.75', '0.0']
8b5a3800,6,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.04', '0.0', '0.96', '0.0']
8b94775f,8,3,['0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
8bbcbd23,8,3,['0.0', '0.05', '0.0', '0.89', '0.0', '0.0', '0.0', '0.0', '0.07', '0.0']
8bdf605a,9,4,['0.0', '0.0', '0.0', '0.0', '0.59', '0.0', '0.0', '0.0', '0.0', '0.4']
8c4d9004,3,5,['0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0']
8c7b7580,7,1,['0.0', '0.5', '0.0', '0.0', '0.0', '0.0', '0.0', '0.49', '0.0', '0.0']
8c828edf,2,8,['0.0', '0.0', '0.03', '0.0', '0.0', '0.0', '0.0', '0.0', '0.97', '0.0']
8ce9ec89,3,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0']
8d15f133,2,1,['0.0', '0.5', '0.02', '0.0', '0.0', '0.0', '0.48', '0.0', '0.0', '0.0']
8d3cebfa,3,5,['0.0', '0.0', '0.0', '0.39', '0.0', '0.61', '0.0', '0.0', '0.0', '0.0']
8d4d7b65,4,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
8d611711,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.05', '0.0', '0.95']
8de42dfb,3,2,['0.0', '0.0', '0.96', '0.04', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
8e202468,8,1,['0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0']
8e37b001,6,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
8e7290d0,6,2,['0.0', '0.3', '0.5', '0.0', '0.07', '0.0', '0.13', '0.0', '0.0', '0.0']
8e77376d,4,1,['0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01']
8e8f8b08,0,8,['0.22', '0.02', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.76', '0.0']
8ea5905f,3,9,['0.0', '0.0', '0.0', '0.09', '0.0', '0.0', '0.0', '0.0', '0.2', '0.71']
8ecc0694,0,1,['0.4', '0.5', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.09', '0.0']
8ed162cf,1,7,['0.0', '0.4', '0.0', '0.0', '0.0', '0.0', '0.0', '0.58', '0.0', '0.02']
8f12424a,0,6,['0.08', '0.0', '0.0', '0.0', '0.0', '0.0', '0.92', '0.0', '0.0', '0.0']
8f1c7dfe,7,2,['0.0', '0.15', '0.42', '0.23', '0.0', '0.0', '0.0', '0.07', '0.02', '0.11']
8f39813a,4,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
8f9a0c2c,9,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.95', '0.05']
8faa8feb,1,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0']
8fcd2e73,4,9,['0.0', '0.0', '0.0', '0.0', '0.16', '0.0', '0.0', '0.01', '0.0', '0.83']
8fdad728,2,9,['0.0', '0.0', '0.03', '0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.95']
8fed94df,8,9,['0.08', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.4', '0.52']
8ff70ab7,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.02', '0.0', '0.98']
903f67fb,5,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.46', '0.0', '0.0', '0.54', '0.0']
9048d34f,3,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
90510a42,3,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
9058dc16,8,1,['0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0']
906c1682,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.05', '0.0', '0.95']
909e6806,4,8,['0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.97', '0.02']
90bc0e59,1,4,['0.0', '0.33', '0.0', '0.0', '0.65', '0.0', '0.0', '0.0', '0.01', '0.0']
90c44cc3,9,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
90f1c1bb,2,8,['0.0', '0.0', '0.07', '0.0', '0.0', '0.0', '0.0', '0.0', '0.92', '0.01']
911fb512,8,1,['0.0', '0.97', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.03', '0.01']
914b082a,9,0,['1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
917f792d,2,1,['0.0', '0.99', '0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
91835efd,8,4,['0.0', '0.0', '0.0', '0.0', '0.96', '0.0', '0.01', '0.0', '0.03', '0.0']
91b382fe,8,4,['0.0', '0.0', '0.0', '0.0', '0.8', '0.0', '0.0', '0.0', '0.19', '0.0']
920d2a69,2,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
923cdfc2,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.98', '0.0', '0.02']
9268b9bd,1,4,['0.0', '0.0', '0.0', '0.0', '0.68', '0.0', '0.0', '0.0', '0.0', '0.32']
927d80aa,5,1,['0.0', '0.94', '0.0', '0.04', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0']
92883f91,8,9,['0.0', '0.0', '0.0', '0.04', '0.0', '0.32', '0.0', '0.0', '0.12', '0.52']
9292ce37,4,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
92c3bbb0,9,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.99', '0.0', '0.0', '0.0', '0.0']
92c8538d,3,8,['0.0', '0.46', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.54', '0.0']
92d2600d,8,9,['0.0', '0.0', '0.18', '0.0', '0.0', '0.0', '0.0', '0.0', '0.28', '0.54']
92e83fd6,4,0,['1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
92f29e9a,6,8,['0.15', '0.0', '0.0', '0.0', '0.0', '0.28', '0.08', '0.0', '0.5', '0.0']
92f60d39,3,8,['0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.98', '0.01']
92ffc41b,7,4,['0.0', '0.0', '0.05', '0.0', '0.68', '0.01', '0.0', '0.2', '0.01', '0.04']
93831cd8,8,7,['0.08', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.91', '0.0', '0.0']
938721d3,2,9,['0.01', '0.0', '0.01', '0.07', '0.0', '0.03', '0.0', '0.0', '0.0', '0.88']
93b4a49b,1,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
93e154b5,5,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0']
93ebcd98,7,1,['0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0']
9412c1c0,5,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
942b675b,2,0,['0.52', '0.0', '0.31', '0.0', '0.0', '0.0', '0.0', '0.0', '0.16', '0.01']
942ee168,0,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
94446e47,5,4,['0.0', '0.0', '0.0', '0.0', '0.62', '0.36', '0.0', '0.0', '0.0', '0.02']
9453166e,9,3,['0.0', '0.0', '0.0', '0.55', '0.0', '0.0', '0.0', '0.0', '0.0', '0.45']
947055bb,2,7,['0.0', '0.0', '0.25', '0.0', '0.0', '0.0', '0.0', '0.75', '0.0', '0.0']
948d53de,4,9,['0.0', '0.0', '0.0', '0.0', '0.03', '0.0', '0.0', '0.0', '0.0', '0.97']
94a32120,3,9,['0.0', '0.0', '0.0', '0.24', '0.0', '0.0', '0.0', '0.0', '0.0', '0.76']
953c42a5,7,9,['0.0', '0.0', '0.0', '0.0', '0.26', '0.0', '0.0', '0.0', '0.0', '0.74']
95555e53,9,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.63', '0.37']
956b68c1,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0']
95751f67,3,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
958d9687,1,7,['0.0', '0.0', '0.0', '0.0', '0.07', '0.0', '0.0', '0.77', '0.0', '0.16']
959b669e,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.92', '0.0', '0.08']
959d824f,2,7,['0.0', '0.02', '0.0', '0.0', '0.0', '0.0', '0.0', '0.98', '0.0', '0.0']
95f688a1,1,3,['0.0', '0.01', '0.0', '0.97', '0.02', '0.0', '0.0', '0.0', '0.0', '0.0']
962b2b61,8,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
9666bd84,1,8,['0.0', '0.18', '0.18', '0.0', '0.0', '0.0', '0.01', '0.0', '0.64', '0.0']
969829b7,3,8,['0.0', '0.0', '0.0', '0.02', '0.0', '0.0', '0.0', '0.0', '0.98', '0.0']
96a0d4f2,7,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.04', '0.96', '0.0']
96f52118,8,3,['0.0', '0.0', '0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0']
96fd33f3,0,9,['0.05', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.95']
9783ed4f,6,0,['0.86', '0.0', '0.0', '0.0', '0.0', '0.0', '0.14', '0.0', '0.0', '0.0']
97aaddfc,8,9,['0.17', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.82']
97bc0ab8,2,4,['0.0', '0.0', '0.0', '0.0', '0.99', '0.0', '0.0', '0.0', '0.01', '0.0']
97c4349f,7,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.99', '0.0', '0.01', '0.0', '0.0']
97ceec0b,5,3,['0.0', '0.0', '0.0', '0.69', '0.0', '0.31', '0.0', '0.0', '0.0', '0.0']
97d99d69,1,7,['0.0', '0.06', '0.0', '0.0', '0.0', '0.0', '0.0', '0.94', '0.0', '0.0']
97e723bd,3,9,['0.0', '0.0', '0.0', '0.44', '0.0', '0.0', '0.0', '0.0', '0.0', '0.56']
97ebadef,2,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0']
9813e532,7,5,['0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0']
98148bda,7,4,['0.0', '0.0', '0.0', '0.0', '0.78', '0.0', '0.0', '0.02', '0.0', '0.2']
98392351,3,8,['0.06', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.92', '0.0']
98d214b9,5,3,['0.0', '0.0', '0.0', '0.85', '0.0', '0.03', '0.0', '0.0', '0.12', '0.0']
98f0dfeb,3,2,['0.0', '0.0', '0.85', '0.03', '0.0', '0.12', '0.0', '0.0', '0.0', '0.0']
99475efd,7,3,['0.0', '0.0', '0.0', '0.95', '0.0', '0.0', '0.0', '0.04', '0.0', '0.01']
9950c3dc,7,0,['0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0']
996c00d6,3,8,['0.0', '0.0', '0.0', '0.06', '0.0', '0.01', '0.0', '0.0', '0.94', '0.0']
9983b002,8,1,['0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0']
99852da8,4,9,['0.0', '0.0', '0.0', '0.14', '0.01', '0.0', '0.0', '0.02', '0.0', '0.83']
99995ed0,2,7,['0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.99', '0.0', '0.0']
99b1916a,1,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
99ca9791,9,4,['0.0', '0.0', '0.0', '0.0', '0.55', '0.0', '0.0', '0.0', '0.0', '0.45']
99d0722b,5,9,['0.0', '0.0', '0.0', '0.25', '0.0', '0.34', '0.0', '0.0', '0.0', '0.4']
99e980c1,6,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
99ee12d3,8,5,['0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0']
9a069399,6,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
9a114fce,6,1,['0.0', '0.9', '0.0', '0.0', '0.0', '0.0', '0.1', '0.0', '0.0', '0.0']
9a1f7607,2,1,['0.0', '0.96', '0.04', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
9a4a2a04,6,1,['0.0', '0.81', '0.0', '0.0', '0.0', '0.0', '0.19', '0.0', '0.0', '0.0']
9aba3aee,6,4,['0.0', '0.0', '0.0', '0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0']
9ac744f0,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.96', '0.0', '0.04']
9af6a223,5,3,['0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
9b52485e,1,9,['0.0', '0.07', '0.0', '0.0', '0.03', '0.03', '0.0', '0.0', '0.01', '0.86']
9bd2f802,8,1,['0.0', '0.58', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.42', '0.0']
9bfacba2,5,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.36', '0.0', '0.0', '0.64', '0.0']
9c1ef248,3,9,['0.0', '0.0', '0.0', '0.04', '0.0', '0.06', '0.0', '0.0', '0.18', '0.72']
9c3e8c50,7,4,['0.0', '0.0', '0.0', '0.0', '0.52', '0.0', '0.0', '0.28', '0.0', '0.19']
9c555dc7,8,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.99']
9c5a2410,7,0,['0.49', '0.0', '0.0', '0.0', '0.0', '0.4', '0.0', '0.1', '0.0', '0.02']
9c70ad74,3,2,['0.0', '0.0', '0.94', '0.06', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
9c71d235,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.99', '0.0', '0.01']
9cb1ff64,1,4,['0.0', '0.01', '0.0', '0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0']
9cca64d4,2,0,['0.53', '0.0', '0.47', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
9ccd1f07,4,9,['0.0', '0.0', '0.0', '0.0', '0.02', '0.0', '0.0', '0.0', '0.0', '0.98']
9cd90c87,7,4,['0.0', '0.0', '0.0', '0.0', '0.54', '0.0', '0.0', '0.46', '0.0', '0.0']
9ce32fe3,3,8,['0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.95', '0.04']
9d0e9577,6,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.98', '0.01', '0.0', '0.0', '0.0']
9d16fd77,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.02', '0.0', '0.98']
9d361e56,9,7,['0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.73', '0.0', '0.26']
9d5d1e50,2,7,['0.0', '0.0', '0.07', '0.0', '0.0', '0.0', '0.0', '0.93', '0.0', '0.0']
9db2790e,9,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
9dbdcdf3,8,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
9dd889ae,2,4,['0.0', '0.0', '0.23', '0.0', '0.77', '0.0', '0.0', '0.0', '0.0', '0.0']
9e31b7a6,7,1,['0.0', '0.51', '0.0', '0.0', '0.0', '0.0', '0.0', '0.12', '0.0', '0.36']
9e32e129,7,4,['0.0', '0.0', '0.0', '0.0', '0.76', '0.0', '0.0', '0.24', '0.0', '0.0']
9e3d4b42,5,3,['0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
9e48d451,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.96', '0.0', '0.04']
9e8c8165,5,3,['0.0', '0.0', '0.0', '0.74', '0.0', '0.03', '0.0', '0.0', '0.22', '0.0']
9e90649d,8,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
9eeb572a,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.03', '0.0', '0.08', '0.0', '0.88']
9f014419,6,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
9f8698f9,8,6,['0.0', '0.01', '0.0', '0.0', '0.0', '0.03', '0.63', '0.0', '0.33', '0.0']
9ff16c61,2,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
9ffd762a,6,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.04', '0.0', '0.96', '0.0']
a0028d94,2,0,['0.48', '0.0', '0.19', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.31']
a00bb7d3,1,6,['0.0', '0.14', '0.0', '0.0', '0.0', '0.0', '0.86', '0.0', '0.0', '0.0']
a049300a,4,9,['0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.99']
a065f4b6,5,0,['0.85', '0.0', '0.0', '0.12', '0.0', '0.03', '0.0', '0.0', '0.0', '0.0']
a0b5ada1,8,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
a0c30764,5,9,['0.0', '0.0', '0.0', '0.0', '0.13', '0.06', '0.0', '0.0', '0.0', '0.81']
a119ba22,8,1,['0.0', '0.89', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.11']
a122f52f,2,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
a14bc1e2,2,8,['0.0', '0.0', '0.24', '0.0', '0.0', '0.0', '0.0', '0.0', '0.72', '0.04']
